epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,train_iou,train_dice,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
1,0.2756915351841599,0.22086435103685492,0.9054153866234631,0.00110762754897004,0.008374484014682517,0.0019119193754384197,0.0011064833312669658,0.0019119196143345797,0.9199755774589939,0.0,0.0,0.0,0.0,0.0
2,0.2485915190152203,0.21401974325740916,0.9131140285064635,0.0,0.0,0.0,0.0,0.0,0.9199755774589939,0.0,0.0,0.0,0.0,0.0
3,0.22151884488218154,0.18771437217041642,0.9130551020300902,0.02204647388784067,0.002616265997456915,0.003284551245175578,0.001946067682146639,0.003284551749890627,0.9201459036919041,0.14191847831834878,0.002716406519158557,0.00497720374055062,0.0026226606970049175,0.004977204512536389
4,0.20860715934670426,0.18611856238243896,0.91514250437384,0.5261187373578883,0.12440731594065721,0.16112787245437632,0.09924768970826686,0.1611278919074479,0.9238233778197742,0.2994755503845052,0.08296152598637657,0.09898356181198162,0.06410107514456481,0.09898357191104754
5,0.2013672825910261,0.18100514628919578,0.916033135519741,0.537694744443926,0.21060021685298627,0.2449037800565644,0.15677040444388357,0.24490380789596916,0.9249825583549821,0.30087154675095246,0.09012278335598366,0.10879130885876984,0.07119326162151748,0.10879131962690057
6,0.19731086500060985,0.17465116875011719,0.9185554663336783,0.5720407443120319,0.2418855956889172,0.2857144959546012,0.18667532001931858,0.28571452679812104,0.9265721427055662,0.3170861534148243,0.15534309738565386,0.1676617206739628,0.11518299240621778,0.1676617360163639
7,0.19559234264710945,0.1765993594078888,0.9185440911183597,0.5757341610282738,0.25759399218437606,0.3038922207762466,0.19757392346033137,0.3038922537840087,0.9272443135565303,0.3111825449216882,0.1647789583897493,0.1799154074034102,0.12406720638438981,0.17991542422097997
8,0.19037561867250286,0.17026665359412113,0.9200534343716006,0.5743670008501333,0.27379116570650913,0.3174370230422477,0.20967144215365563,0.317437056341531,0.9285129335177388,0.32913694716940123,0.11752440412548024,0.14233344562245515,0.09570173006400128,0.14233345933696923
9,0.1820025738546974,0.16190120550971995,0.9243118868930291,0.6062963812606574,0.33083396868946624,0.369149994391383,0.2511861802329738,0.3691500296658652,0.9341771443670677,0.32800212742954377,0.18741988407338503,0.20358460112877688,0.14690406362713676,0.2035846181648401
10,0.17562577270437033,0.16385155890133724,0.9273129304246582,0.6140494840659487,0.3820116371692862,0.41394506949172627,0.2893185480277017,0.41394510646328214,0.9307877222682776,0.3195514905601626,0.10461485802149889,0.1339733365931248,0.09163374829419134,0.13397334813574613
11,0.1648875950050246,0.15677037896570659,0.9322970337334412,0.641057205984925,0.4086281501906788,0.4471039379725611,0.31890482973320006,0.4471039761352766,0.9317408243800926,0.29512294828448427,0.3792562938917345,0.3005367271111514,0.23165002854342742,0.30053674968376204
12,0.15330943642321573,0.1349755660727371,0.93759776221346,0.677513455662702,0.48422246542331737,0.5157459479709827,0.3803365756343854,0.5157459887456801,0.9451574325547138,0.35060898730412304,0.32585840489257534,0.30610943366964316,0.24108188206789383,0.30610945582568133
13,0.13825859535306032,0.1319161254205028,0.9450673315256592,0.7073853912682464,0.540230154609122,0.574368687881125,0.4427922007296032,0.5743687295126108,0.9473722457871319,0.4032022569317805,0.2233220955013693,0.2606656427843876,0.2051330848578063,0.2606656607450644
14,0.12323015546642435,0.11147583242495279,0.9518770217891923,0.7470831139455038,0.6152783290262918,0.6366141925714577,0.5055048806915607,0.6366142360453467,0.9571865293700184,0.39534189141298776,0.3733074925515497,0.3567300982180449,0.2973756763190157,0.3567301214738005
15,0.10716683950263864,0.13242446329782576,0.9594022115068013,0.7917733832841707,0.6803861187941688,0.7018619715495867,0.5776243754545813,0.7018620166753167,0.9503597471434647,0.34573676148076954,0.46029871733030403,0.36926760006409376,0.3043424752384207,0.3692676238731735
16,0.08981634856545498,0.10959130002228853,0.9664589299092371,0.8054160524289756,0.7258296894044386,0.7427874497447949,0.6289865334937539,0.7427874956817573,0.9613098568371886,0.4405732062379925,0.3131908474760886,0.3429247804799575,0.2909826567594934,0.34292480183929164
17,0.07665154709618743,0.09589091681184528,0.971495850880576,0.8271195094143424,0.7641512312517602,0.7776436491278377,0.6728289109198964,0.7776436955041551,0.9661983066120298,0.43732207739665285,0.3590791029313646,0.37556624648939335,0.3257220261398173,0.3755662692540505
18,0.06110263931672711,0.07138858368321274,0.9776692761311578,0.8472310841613506,0.8057096983259721,0.8151142832464697,0.7232240967878438,0.8151143302411485,0.9760054694266853,0.44337850810331425,0.43150794675608195,0.4258653271026603,0.38041480568199965,0.42586535197982456
19,0.04850008466163697,0.06559788994778096,0.982568746142547,0.8635668974905196,0.845781722692351,0.8470282632270122,0.7696416345449197,0.8470283105272854,0.9769903606823801,0.4299768905668283,0.46126596653815966,0.4346884844011066,0.38921791131081357,0.43468850977225515
20,0.03999782005383723,0.07110324818621873,0.9855721102816789,0.8810799091408,0.8632645976740703,0.8655290306522911,0.7968719707921876,0.8655290782235939,0.9757859124062861,0.44496407328837745,0.43312294834006543,0.4283702128280815,0.3811707520687876,0.4283702380533058
21,0.031011360971477744,0.061317721664192804,0.9887595282656866,0.8927393972157658,0.8799521976801472,0.883374816770738,0.8247569320252849,0.8833748644274962,0.9815835528888626,0.46302850879411883,0.4504455017817685,0.448478341781197,0.4087133908523624,0.4484783672348883
22,0.030589323808648868,0.058372195676316276,0.988956573274028,0.8945863530778965,0.8858406058226076,0.886339428640444,0.8281225417320952,0.8863394764773626,0.9821357938963489,0.4491393967834327,0.47321885149587384,0.4525878066170725,0.41232914012882094,0.45258783230226585
23,0.022256015357422696,0.07522701229498428,0.991937923431023,0.928133538078669,0.9198305386271465,0.9221408783524352,0.875405293825213,0.922140927132966,0.9786741256698998,0.4290498017571359,0.4897106575268441,0.4477323102404262,0.403551393890504,0.4477323361596211
24,0.022447774393892592,0.05681967349651003,0.9917932881245592,0.8901465317950732,0.8827419656415927,0.8842711202367023,0.839637328510467,0.8842711670025653,0.9859108395031677,0.48871741005317937,0.4655913476242604,0.4690441960544306,0.4375000639116931,0.46904422176111266
25,0.021764489467614428,0.06318293109744134,0.9920920213059822,0.9133098136953575,0.9089221756488332,0.9081822762453038,0.8623834975681561,0.9081823242994644,0.9835869259289528,0.47852533428697874,0.45598678742863785,0.4587752793096734,0.4226154254438982,0.4587753049092371
26,0.02425234447342051,0.05802806646508563,0.9912587589684045,0.9078691843559524,0.9022086049020868,0.9024723087248718,0.8552942329571501,0.9024723566093771,0.984150208365747,0.46238133838068524,0.4789416004132817,0.4639721453094784,0.4294585609099475,0.46397217134947943
27,0.014553843822972428,0.06285553685768713,0.9947581238213088,0.9330888056143838,0.9275742010629202,0.9296194849355577,0.8968944657255139,0.9296195332274154,0.9881430943791959,0.48653801540836705,0.48430437200388243,0.4801969515313389,0.4526191145483306,0.48019697749671103
28,0.013386980898199102,0.05311532571171413,0.9953042295240268,0.9324101316824677,0.9285939589199449,0.9294657701666572,0.9006468503620653,0.9294658182149126,0.9879051420408713,0.48127335056099113,0.48953430703764395,0.4802124474767309,0.45352492336810596,0.48021247341937817
29,0.011671338999991636,0.05451001062870252,0.9959447118967345,0.9387172107862347,0.9348637497113191,0.9365254309523591,0.9111384007724365,0.9365254791361031,0.9887964672497458,0.49101413879506933,0.4846829859991565,0.48277721294154513,0.4567538386039976,0.48277723899483205
30,0.028067601838250904,0.05026140574426405,0.9900943173298815,0.905414630716111,0.89715773212734,0.8977338087045087,0.8478062363440725,0.8977338565385773,0.9850058873479499,0.47948727346326303,0.47120664244266514,0.46824902083970676,0.4351675775008568,0.4682490467670201
31,0.017543706617935525,0.057855019332668435,0.9938452985547888,0.925081243337701,0.9215986599397902,0.9221291102915984,0.8882314317181474,0.9221291582773341,0.9889843622828405,0.4907300009122729,0.4907520443975036,0.48628866902089146,0.4615801172222434,0.4862886951785862
32,0.009474911874158427,0.053100423356637914,0.9968909952371886,0.9354941835019098,0.9339411285051346,0.934548972550736,0.9140187466256874,0.934549020391802,0.9895092646265898,0.4941188051799924,0.4893493728769399,0.48694058477724284,0.46386788751406755,0.48694061096309427
33,0.008560685011442705,0.05524684931332248,0.9973237673437831,0.9474129647723504,0.9459716012706538,0.9465823296571726,0.9288422201622792,0.9465823779192664,0.9898527781153591,0.49516782301480144,0.49196938163797727,0.4884997105686192,0.46612621279330413,0.48849973667282515
34,0.00866413977178162,0.05045255591360247,0.997289864221835,0.9438242886571715,0.9411586417173574,0.942372344579309,0.9245508337004434,0.9423723926325517,0.9899010340357692,0.4968708467659709,0.4883607420257886,0.4881295199106805,0.46567534232474467,0.4881295461246104
35,0.02899230540107861,0.04877077467732289,0.9897210280096803,0.8973241374648349,0.8887755965739553,0.8868105727642411,0.8411863334770091,0.8868106199850017,0.9851568222030936,0.4867344492018127,0.4618408527344616,0.46761323291269874,0.43247339131695184,0.46761325893556605
36,0.011322435858882299,0.05349666656832636,0.9961636702215909,0.9358374369933549,0.9341913553143122,0.9343530454180885,0.9105531433739517,0.9343530934167252,0.9898275163423557,0.49423596719156504,0.49241373775525654,0.4877579479603164,0.4663295593680908,0.48775797395958387
37,0.007749315302238774,0.05492504013890016,0.997741312450459,0.9503646641245884,0.9495376206955063,0.9499121465633784,0.9351496480816808,0.9499121948292948,0.9903432634126675,0.4961533184534964,0.4953832397409085,0.49044363727769313,0.4707569856111166,0.4904436634190211
