epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,train_iou,train_dice,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
38,0.007265814804257974,0.05596604516828808,0.9979883458875521,0.9408903596341613,0.9397064060039292,0.9402538161569466,0.9268682653278371,0.9402538638671527,0.9902678595633836,0.49723928078404744,0.4926402172033575,0.48995172290316835,0.47027784366093256,0.48995174895212024
39,0.02173046248555636,0.05265401603142412,0.9926591290364247,0.9218196016219797,0.9179132179274639,0.9169502056591824,0.8782705952729511,0.9169502537432607,0.988052007885598,0.48640206372840716,0.49119681077324867,0.48391372666759164,0.456424442981693,0.48391375291058386
40,0.011388319010909243,0.05093950575727414,0.9962460041042407,0.9272316738934737,0.9285559128799706,0.9275147996621167,0.9043183248859994,0.9275148472835462,0.989508459301612,0.49936706338733927,0.48747779573565353,0.4873043596597612,0.4638380924747102,0.4873043857215032
41,0.007739564454674112,0.04791641648612132,0.9977647569440707,0.9593679944429002,0.9589511351379469,0.9590729173333534,0.9438984874176632,0.9590729660827486,0.9908894644828163,0.49994045816556426,0.49528904328350865,0.49374869781543185,0.4727548968127874,0.49374872412608234
42,0.00694699043654963,0.04732074679799058,0.9981876426269185,0.9529139871643977,0.9524266437694728,0.9526215621346358,0.9404176849433854,0.9526216104002614,0.9906929016098238,0.49838186290846576,0.49854128476598375,0.49328960254725246,0.47413708627640366,0.49328962872607185
43,0.006867029509487289,0.050006160199768286,0.9982405768496696,0.9550839653991531,0.9534052382752366,0.9540373177975878,0.9421299115273658,0.9540373661213598,0.9908081266600076,0.4990637680823466,0.49929389708102845,0.49454704292147134,0.47546844133977345,0.49454706929845554
44,0.006854267864536724,0.05301679548504434,0.9982208198967482,0.9508183389861012,0.9501152041586169,0.9504324485812218,0.9387317199334979,0.950432496708512,0.9908320320962061,0.49768625660769766,0.5022064121472292,0.49493454134378584,0.4759640763341218,0.4949345675452863
45,0.01839097883447592,0.10400018722963675,0.9943373256255756,0.9231345016633624,0.9171894247150243,0.915635795117269,0.8897932423480327,0.9156358425464283,0.9618509928370774,0.36510425834160115,0.5045143264850078,0.40606847415456265,0.34929397293590403,0.4060684988343168
46,0.02480288855931963,0.04978643595699494,0.9916649500525249,0.9034897956397019,0.8968639561238821,0.8959730741365052,0.8569462615538815,0.8959731212846105,0.9907278060898048,0.494815970566668,0.4998370291701231,0.49292432401569375,0.47252495864290567,0.4929243502526157
47,0.006884655223351919,0.05328051846145695,0.9982322057084478,0.9354606661733798,0.9353222119221365,0.9353727807037088,0.9238882656667557,0.9353728280677109,0.9914306852537575,0.4986167945454533,0.5026721225515367,0.49640696281740776,0.4787401987707581,0.49640698909654746
48,0.006103433793586039,0.05760442107548184,0.9986748165550733,0.9509565247062516,0.9504231331670527,0.9506818333714209,0.9418603326260618,0.9506818813610756,0.9916148927461615,0.4996353396817973,0.5028748756167386,0.49689348960281504,0.47978454710130675,0.49689351587187464
49,0.006060780906194078,0.05467084577272316,0.998696369594624,0.9593615468521253,0.9590715017205836,0.9592049639871237,0.9505454305575162,0.9592050123934384,0.991630469426663,0.5028100760831027,0.4994207737487134,0.4966620752750469,0.479243536947571,0.4966621015385504
50,0.006297963787918251,0.054108029387322065,0.9985401948289313,0.9476610444175316,0.9467857741117426,0.9472036065849229,0.9377015193012691,0.9472036544350652,0.9911389244912253,0.4991906825807217,0.5003760136333674,0.49478644740590644,0.4768804486051743,0.4947864736309291
